position,style,point_id,x_m,y_m,weight,x_norm,y_norm,pitch_length_m,pitch_width_m,data_type
CAM,Advanced Midfielder,101,60.591,34.285,0.974,0.57706,0.50419,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,102,66.371,25.653,0.509,0.6321,0.37725,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,103,76.253,36.755,1.22,0.72622,0.54051,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,104,78.504,19.396,0.849,0.74766,0.28524,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,105,69.141,20.09,1.098,0.65849,0.29544,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,106,90.14,28.407,1.104,0.85848,0.41775,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,107,62.971,33.251,1.077,0.59972,0.48899,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,108,74.459,38.73,1.155,0.70913,0.56956,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,109,70.243,32.549,0.944,0.66898,0.47866,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,110,65.727,20.458,1.106,0.62597,0.30085,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,111,59.805,32.535,1.237,0.56957,0.47846,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,112,85.908,25.871,0.962,0.81817,0.38046,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,113,53.303,38.659,1.138,0.50765,0.56851,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,114,74.055,33.424,1.218,0.70529,0.49153,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,115,85.382,29.494,1.078,0.81316,0.43374,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,116,82.049,27.563,0.936,0.78142,0.40534,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,117,86.456,45.706,0.679,0.82339,0.67215,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,118,63.061,54.677,0.617,0.60058,0.80407,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,119,94.148,29.83,0.674,0.89665,0.43868,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,120,104.5,31.782,0.15,0.99524,0.46738,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,121,88.43,36.608,1.221,0.84219,0.53835,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,122,43.704,43.387,0.566,0.41623,0.63804,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,123,94.248,38.078,1.023,0.8976,0.55997,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,124,64.648,43.189,1.213,0.6157,0.63513,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,125,65.16,36.187,1.133,0.62057,0.53216,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,126,55.426,22.261,0.864,0.52787,0.32737,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,127,62.513,21.498,0.15,0.59536,0.31615,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,128,68.438,34.257,1.032,0.65179,0.50378,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,129,47.971,45.046,0.668,0.45687,0.66244,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,130,87.668,36.093,1.232,0.83493,0.53078,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,131,83.408,29.599,1.131,0.79436,0.43528,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,132,72.981,44.304,1.166,0.69506,0.65153,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,133,89.151,24.252,0.15,0.84906,0.35665,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,134,96.938,24.849,0.582,0.92322,0.36543,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,135,99.428,26.777,0.504,0.94693,0.39378,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,136,82.389,15.497,0.422,0.78466,0.2279,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,137,73.885,33.183,1.061,0.70367,0.48799,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,138,74.938,32.615,1.225,0.7137,0.47963,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,139,87.448,17.884,0.26,0.83284,0.263,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,140,62.184,45.748,0.15,0.59223,0.67276,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,141,77.973,29.973,1.199,0.7426,0.44078,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,142,89.669,26.518,0.31,0.85399,0.38997,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,143,69.018,39.235,1.238,0.65731,0.57699,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,144,78.305,15.323,0.611,0.74576,0.22534,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,145,72.418,25.367,1.203,0.6897,0.37304,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,146,76.039,33.7,1.242,0.72418,0.49559,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,147,81.929,22.812,0.589,0.78028,0.33547,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,148,87.251,32.097,1.068,0.83096,0.47201,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,149,58.977,33.333,0.525,0.56169,0.49019,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,150,84.576,35.511,1.156,0.80549,0.52222,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,151,80.652,19.622,0.76,0.76811,0.28856,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,152,64.474,25.26,1.216,0.61404,0.37147,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,153,58.418,26.003,0.283,0.55636,0.3824,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,154,66.736,39.851,1.243,0.63558,0.58604,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,155,84.222,45.894,0.73,0.80211,0.67491,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,156,58.991,41.394,1.077,0.56182,0.60874,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,157,70.936,36.146,0.971,0.67558,0.53156,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,158,90.308,27.359,0.809,0.86008,0.40234,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,159,64.244,32.839,0.867,0.61185,0.48293,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,160,70.873,32.058,0.984,0.67498,0.47144,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,161,86.111,43.924,0.811,0.8201,0.64594,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,162,66.187,18.106,0.996,0.63035,0.26626,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,163,86.677,27.629,0.551,0.8255,0.40631,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,164,76.188,38.053,1.192,0.7256,0.5596,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,165,77.253,32.786,1.244,0.73574,0.48215,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,166,76.654,18.032,0.45,0.73004,0.26518,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,167,43.735,30.493,0.805,0.41652,0.44843,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,168,100.853,37.191,0.534,0.9605,0.54693,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,169,70.366,38.587,1.221,0.67015,0.56746,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,170,82.418,29.091,1.024,0.78493,0.42781,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,171,94.289,38.28,1.014,0.89799,0.56294,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,172,82.29,41.553,1.035,0.78371,0.61107,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,173,60.575,32.145,1.057,0.5769,0.47272,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,174,57.767,36.81,0.74,0.55016,0.54132,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,175,51.215,23.605,0.82,0.48776,0.34713,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,176,64.046,46.684,1.118,0.60996,0.68653,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,177,81.34,26.06,0.891,0.77467,0.38324,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,178,70.006,25.589,1.236,0.66672,0.37631,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,179,77.287,40.924,1.077,0.73607,0.60182,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,180,69.813,26.381,0.935,0.66489,0.38796,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,181,69.071,23.544,1.21,0.65782,0.34624,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,182,65.714,39.538,1.035,0.62585,0.58144,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,183,75.428,36.294,1.22,0.71836,0.53374,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,184,65.376,35.403,1.138,0.62263,0.52063,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,185,52.433,26.96,1.033,0.49936,0.39647,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,186,79.534,41.147,0.749,0.75747,0.6051,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,187,67.29,24.647,1.232,0.64086,0.36246,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,188,57.321,44.217,0.923,0.54591,0.65025,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,189,58.265,40.333,0.346,0.5549,0.59313,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,190,86.899,39.77,1.109,0.82761,0.58485,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,191,74.443,18.788,0.502,0.70898,0.27629,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,192,57.916,20.666,0.921,0.55158,0.30391,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,193,71.55,39.532,1.071,0.68143,0.58135,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,194,87.583,36.921,1.214,0.83412,0.54296,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,195,40.351,32.796,0.622,0.3843,0.48229,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,196,74.926,32.614,1.056,0.71358,0.47962,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,197,71.875,35.817,1.165,0.68452,0.52672,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,198,78.672,39.627,1.15,0.74926,0.58275,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,199,64.145,20.695,1.096,0.6109,0.30434,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,200,58.79,35.431,0.858,0.5599,0.52104,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,201,62.332,30.047,1.164,0.59364,0.44187,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,202,80.042,37.186,0.95,0.7623,0.54685,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,203,70.109,35.238,1.029,0.6677,0.51821,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,204,63.716,39.415,0.75,0.60682,0.57963,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,205,51.956,37.468,0.393,0.49482,0.551,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,206,74.045,26.976,0.581,0.70519,0.39671,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,207,72.727,37.985,1.177,0.69264,0.5586,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,208,55.917,29.982,1.191,0.53254,0.44091,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,209,70.775,40.714,1.005,0.67405,0.59874,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,210,57.533,20.243,0.888,0.54793,0.29769,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,211,86.017,41.359,0.952,0.81921,0.60822,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,212,53.442,39.479,0.819,0.50897,0.58057,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,213,76.68,33.257,1.245,0.73029,0.48907,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,214,60.781,33.627,0.976,0.57887,0.49451,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,215,97.834,29.498,0.773,0.93175,0.43379,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,216,70.334,29.823,0.849,0.66985,0.43857,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,217,94.221,27.256,0.582,0.89734,0.40082,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,218,63.562,42.259,1.206,0.60535,0.62146,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,219,89.581,28.94,1.135,0.85315,0.42559,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,220,56.749,35.691,1.238,0.54047,0.52487,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,221,65.214,37.772,0.879,0.62109,0.55547,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,222,88.052,26.953,0.893,0.83859,0.39637,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,223,55.879,32.072,0.876,0.53218,0.47165,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,224,92.872,35.774,1.14,0.8845,0.52609,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,225,94.026,33.087,0.734,0.89549,0.48657,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,226,63.667,33.336,1.087,0.60635,0.49024,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,227,70.476,26.369,0.955,0.6712,0.38778,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,228,75.422,50.692,0.366,0.7183,0.74547,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,229,48.391,41.795,0.479,0.46087,0.61463,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,230,80.804,28.306,1.133,0.76956,0.41626,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,231,72.772,34.928,1.089,0.69307,0.51365,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,232,65.721,38.354,1.218,0.62591,0.56403,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,233,71.657,37.781,1.125,0.68245,0.5556,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,234,75.13,36.075,1.22,0.71552,0.53051,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,235,71.583,35.94,1.156,0.68174,0.52853,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,236,82.358,43.423,0.935,0.78436,0.63857,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,237,67.409,31.025,1.045,0.64199,0.45625,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,238,84.789,34.929,1.155,0.80751,0.51366,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,239,63.709,27.789,0.721,0.60675,0.40866,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,240,68.248,42.176,0.831,0.64998,0.62024,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,241,67.371,49.418,1.028,0.64163,0.72674,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,242,59.965,17.235,0.823,0.5711,0.25346,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,243,92.791,35.164,1.151,0.88372,0.51712,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,244,84.382,39.108,1.09,0.80364,0.57512,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,245,71.203,38.584,1.211,0.67812,0.56741,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,246,79.112,26.577,0.703,0.75345,0.39084,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,247,87.806,39.8,0.15,0.83625,0.58529,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,248,66.081,28.557,1.235,0.62934,0.41996,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,249,81.813,33.402,1.22,0.77917,0.49121,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,250,60.733,28.214,1.14,0.57841,0.41491,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,251,60.941,45.005,1.1,0.58039,0.66184,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,252,60.843,33.577,1.012,0.57946,0.49378,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,253,83.588,38.425,1.091,0.79608,0.56507,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,254,69.169,26.039,0.896,0.65875,0.38293,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,255,61.897,42.954,1.164,0.5895,0.63168,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,256,72.651,44.751,1.163,0.69191,0.6581,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,257,86.482,43.267,0.838,0.82364,0.63628,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,258,99.284,38.945,0.63,0.94556,0.57272,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,259,50.391,34.814,0.15,0.47991,0.51197,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,260,67.371,31.522,0.968,0.64163,0.46356,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,261,72.772,42.983,0.15,0.69307,0.6321,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,262,69.769,33.505,1.111,0.66447,0.49272,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,263,73.013,35.866,0.788,0.69536,0.52744,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,264,66.771,35.232,0.993,0.63591,0.51812,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,265,51.198,34.57,0.506,0.4876,0.50838,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,266,59.793,26.967,1.089,0.56946,0.39657,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,267,84.417,41.618,0.961,0.80397,0.61203,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,268,45.518,25.205,0.697,0.4335,0.37066,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,269,85.075,45.429,0.606,0.81024,0.66807,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,270,71.984,40.409,1.049,0.68556,0.59425,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,271,83.1,20.528,0.631,0.79143,0.30188,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,272,69.853,45.318,1.185,0.66527,0.66644,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,273,77.658,40.449,1.12,0.7396,0.59484,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,274,78.12,31.505,0.826,0.744,0.46331,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,275,89.601,49.687,0.15,0.85334,0.73069,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,276,56.828,33.596,1.247,0.54122,0.49406,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,277,93.606,40.808,0.15,0.89149,0.60012,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,278,81.752,33.706,1.222,0.77859,0.49568,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,279,52.348,38.72,1.116,0.49855,0.56941,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,280,83.858,29.158,1.084,0.79865,0.42879,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,281,68.683,35.454,1.015,0.65412,0.52138,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,282,69.593,32.644,1.103,0.66279,0.48006,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,283,84.157,16.419,0.208,0.8015,0.24146,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,284,57.361,26.552,0.225,0.5463,0.39047,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,285,71.035,40.643,1.231,0.67652,0.59769,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,286,70.498,15.13,0.797,0.67141,0.2225,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,287,62.004,29.431,0.76,0.59051,0.43281,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,288,62.053,41.256,1.179,0.59098,0.60671,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,289,90.664,44.488,0.772,0.86347,0.65424,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,290,72.71,28.506,1.199,0.69248,0.41921,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,291,66.181,35.738,1.107,0.6303,0.52556,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,292,48.904,19.563,0.348,0.46575,0.28769,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,293,72.265,34.537,1.183,0.68824,0.5079,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,294,61.765,39.732,1.167,0.58824,0.58429,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,295,91.75,6.299,0.15,0.87381,0.09263,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,296,61.014,29.942,1.125,0.58109,0.44032,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,297,74.577,16.338,0.808,0.71026,0.24026,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,298,71.588,35.152,0.877,0.68179,0.51694,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,299,38.645,38.462,0.439,0.36805,0.56562,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,300,77.208,9.239,0.15,0.73531,0.13587,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,301,85.014,31.362,1.185,0.80966,0.46121,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,302,67.53,37.161,0.927,0.64314,0.54649,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,303,62.466,28.59,1.119,0.59491,0.42044,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,304,44.441,38.368,0.823,0.42325,0.56424,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,305,45.344,34.748,0.15,0.43185,0.511,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,306,95.531,26.562,0.793,0.90982,0.39062,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,307,83.956,41.544,1.001,0.79958,0.61094,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,308,102.006,16.752,0.15,0.97149,0.24635,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,309,44.748,34.286,0.15,0.42617,0.50421,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,310,46.522,21.519,0.15,0.44307,0.31646,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,311,83.83,35.673,1.173,0.79838,0.5246,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,312,72.318,29.664,0.811,0.68874,0.43624,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,313,85.694,35.056,0.421,0.81613,0.51553,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,314,58.667,42.229,1.038,0.55873,0.62101,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,315,59.439,35.878,0.55,0.56609,0.52762,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,316,77.352,22.794,0.857,0.73669,0.33521,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,317,99.078,30.308,0.693,0.9436,0.44571,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,318,53.222,33.164,0.621,0.50688,0.48771,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,319,62.773,41.911,1.193,0.59784,0.61634,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,320,94.959,37.638,0.633,0.90437,0.5535,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,321,69.695,42.669,0.877,0.66376,0.62749,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,322,63.513,35.492,1.115,0.60489,0.52194,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,323,80.221,39.757,0.946,0.76401,0.58466,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,324,71.781,30.272,0.862,0.68363,0.44518,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,325,71.799,40.539,1.039,0.6838,0.59616,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,326,68.12,37.806,1.218,0.64876,0.55597,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,327,67.742,37.766,1.217,0.64516,0.55538,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,328,62.109,41.91,1.021,0.59151,0.61632,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,329,61.228,19.773,0.597,0.58312,0.29078,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,330,76.281,34.787,1.242,0.72649,0.51157,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,331,58.088,23.112,1.006,0.55322,0.33988,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,332,53.283,29.269,1.136,0.50746,0.43043,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,333,65.364,44.39,0.804,0.62251,0.65279,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,334,65.653,39.447,0.852,0.62527,0.5801,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,335,49.193,16.444,0.15,0.4685,0.24182,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,336,68.003,29.728,0.993,0.64765,0.43718,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,337,81.901,29.396,1.153,0.78001,0.43229,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,338,71.927,43.622,0.887,0.68502,0.6415,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,339,98.309,20.468,0.15,0.93628,0.301,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,340,58.417,39.708,0.381,0.55635,0.58394,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,341,75.963,52.402,0.717,0.72346,0.77062,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,342,95.875,24.406,0.323,0.9131,0.35891,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,343,72.789,21.421,1.107,0.69323,0.31501,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,344,59.969,33.454,0.943,0.57113,0.49197,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,345,75.226,27.657,1.109,0.71644,0.40672,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,346,62.045,55.97,0.479,0.5909,0.82309,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,347,81.112,33.325,1.229,0.7725,0.49007,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,348,75.846,30.356,1.092,0.72234,0.44641,105,68,synthetic_role_based_positional_model
CAM,Advanced Midfielder,349,92.079,27.823,1.026,0.87694,0.40916,105,68,synthetic_role_based_positional_model
